observation_id,synthetic_source,channel_form,bottom_type,bank_type,habitats_present,natural_debris_present,water_flow,water_aspect,barriers_present,draining_pipes,sewage_discharge,construction_in_stream,impervious_area,riparian_vegetation,vegetation_cuts,overall_ecosystem_quality,synthetic_profile,synthetic_anomaly,synthetic_anomaly_type
REF_0297,generated_prototype,u_shape,unsure,artificial,yes,no,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0299,generated_prototype,v_shape,natural,laid_stones,no,yes,unsure,has_foam,no,no,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0300,generated_prototype,v_shape,natural,natural,yes,yes,unsure,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0302,generated_prototype,v_shape,artificial,artificial,yes,yes,dry,muddy_turbid,yes,no,no,no,none,one_side,yes,moderate,moderate,0,none
REF_0303,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0304,generated_prototype,v_shape,natural,natural,no,no,stagnant_intermittent,unsure,no,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0305,generated_prototype,flat,natural,artificial,no,no,slow,clear_transparent,no,yes,no,yes,one_side,both_sides,no,moderate,moderate,0,none
REF_0306,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0308,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,none,both_sides,no,good,good,0,none
REF_0314,generated_prototype,unsure,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0315,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0316,generated_prototype,unsure,natural,laid_stones,yes,no,slow,has_foam,no,yes,yes,yes,one_side,one_side,unsure,poor,poor,0,none
REF_0317,generated_prototype,unsure,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0322,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0323,generated_prototype,flat,natural,artificial,no,no,slow,clear_transparent,no,yes,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0324,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0326,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,none,unsure,no,good,good,0,none
REF_0327,generated_prototype,flat,artificial,unsure,yes,yes,fast,muddy_turbid,no,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0328,generated_prototype,u_shape,natural,natural,yes,no,fast,clear_transparent,no,unsure,no,no,none,one_side,no,good,good,0,none
REF_0329,generated_prototype,flat,natural,natural,yes,yes,dry,clear_transparent,yes,no,yes,no,none,unsure,no,moderate,moderate,0,none
REF_0330,generated_prototype,v_shape,artificial,laid_stones,yes,no,stagnant_intermittent,clear_transparent,unsure,no,no,no,one_side,both_sides,unsure,moderate,moderate,0,none
REF_0332,generated_prototype,v_shape,artificial,artificial,no,no,unsure,muddy_turbid,no,yes,yes,unsure,one_side,unsure,no,poor,poor,0,none
REF_0333,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,unsure,both_sides,no,good,good,0,none
REF_0337,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,yes,none,one_side,no,moderate,moderate,0,none
REF_0338,generated_prototype,unsure,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0340,generated_prototype,u_shape,natural,natural,yes,no,fast,clear_transparent,no,no,no,yes,none,both_sides,yes,moderate,moderate,0,none
REF_0341,generated_prototype,flat,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0343,generated_prototype,u_shape,natural,laid_stones,no,yes,stagnant_intermittent,altered_color,yes,yes,yes,yes,both_sides,one_side,unsure,poor,poor,0,none
REF_0344,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0346,generated_prototype,flat,natural,unsure,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,yes,moderate,moderate,0,none
REF_0348,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,none,both_sides,unsure,good,good,0,none
REF_0350,generated_prototype,flat,natural,natural,yes,yes,dry,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0351,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0352,generated_prototype,v_shape,natural,artificial,yes,no,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0353,generated_prototype,u_shape,natural,laid_stones,yes,no,slow,clear_transparent,no,no,no,no,both_sides,one_side,no,moderate,moderate,0,none
REF_0355,generated_prototype,flat,artificial,laid_stones,no,yes,fast,clear_transparent,no,no,unsure,no,one_side,one_side,yes,moderate,moderate,0,none
REF_0358,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0359,generated_prototype,u_shape,natural,natural,no,yes,dry,muddy_turbid,no,no,no,no,none,both_sides,yes,moderate,moderate,0,none
REF_0361,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0362,generated_prototype,flat,artificial,artificial,yes,no,stagnant_intermittent,has_foam,yes,yes,yes,no,both_sides,one_side,no,poor,poor,0,none
REF_0365,generated_prototype,v_shape,natural,natural,yes,yes,unsure,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0366,generated_prototype,unsure,natural,artificial,no,no,dry,muddy_turbid,no,unsure,no,yes,one_side,none,yes,poor,poor,0,none
REF_0368,generated_prototype,unsure,natural,natural,yes,no,slow,muddy_turbid,no,no,no,unsure,none,one_side,no,moderate,moderate,0,none
REF_0369,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0370,generated_prototype,flat,natural,natural,no,no,dry,clear_transparent,yes,yes,no,no,none,none,yes,poor,poor,0,none
REF_0371,generated_prototype,v_shape,artificial,artificial,yes,no,fast,clear_transparent,no,no,unsure,no,both_sides,both_sides,no,moderate,moderate,0,none
REF_0372,generated_prototype,flat,natural,artificial,no,yes,unsure,muddy_turbid,unsure,yes,yes,no,one_side,one_side,yes,poor,poor,0,none
REF_0374,generated_prototype,u_shape,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0375,generated_prototype,flat,natural,artificial,no,yes,dry,altered_color,no,yes,no,yes,one_side,none,no,poor,poor,0,none
REF_0377,generated_prototype,unsure,artificial,natural,yes,no,slow,clear_transparent,yes,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0378,generated_prototype,flat,natural,natural,yes,yes,dry,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0380,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,one_side,one_side,no,good,good,0,none
REF_0382,generated_prototype,v_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0383,generated_prototype,unsure,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0384,generated_prototype,flat,natural,natural,yes,yes,unsure,clear_transparent,no,no,unsure,no,none,both_sides,no,good,good,0,none
REF_0386,generated_prototype,u_shape,artificial,artificial,no,no,stagnant_intermittent,muddy_turbid,no,unsure,no,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0387,generated_prototype,u_shape,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0390,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,unsure,no,no,none,both_sides,no,good,good,0,none
REF_0391,generated_prototype,v_shape,natural,laid_stones,no,no,stagnant_intermittent,clear_transparent,yes,no,no,no,none,both_sides,unsure,moderate,moderate,0,none
REF_0392,generated_prototype,v_shape,artificial,natural,no,no,slow,muddy_turbid,yes,no,no,yes,unsure,both_sides,no,moderate,moderate,0,none
REF_0393,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0394,generated_prototype,u_shape,natural,laid_stones,no,no,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0395,generated_prototype,flat,natural,natural,yes,yes,dry,has_foam,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0396,generated_prototype,u_shape,unsure,natural,no,no,dry,has_foam,unsure,no,no,no,one_side,both_sides,unsure,moderate,moderate,0,none
REF_0397,generated_prototype,u_shape,artificial,natural,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,both_sides,both_sides,unsure,moderate,moderate,0,none
REF_0398,generated_prototype,u_shape,artificial,artificial,yes,no,dry,muddy_turbid,no,yes,unsure,no,none,none,unsure,poor,poor,0,none
REF_0401,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,yes,one_side,both_sides,no,moderate,moderate,0,none
REF_0402,generated_prototype,u_shape,natural,artificial,no,yes,stagnant_intermittent,clear_transparent,yes,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0405,generated_prototype,flat,natural,natural,yes,no,slow,clear_transparent,no,unsure,no,no,none,both_sides,yes,good,good,0,none
REF_0406,generated_prototype,u_shape,natural,natural,yes,no,stagnant_intermittent,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0407,generated_prototype,u_shape,natural,laid_stones,yes,yes,stagnant_intermittent,clear_transparent,no,unsure,no,yes,unsure,both_sides,yes,moderate,moderate,0,none
REF_0408,generated_prototype,u_shape,artificial,artificial,no,no,stagnant_intermittent,altered_color,no,yes,no,no,both_sides,one_side,yes,poor,poor,0,none
REF_0409,generated_prototype,u_shape,natural,natural,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0410,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0411,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0412,generated_prototype,u_shape,artificial,artificial,no,no,dry,altered_color,yes,yes,yes,unsure,both_sides,none,unsure,poor,poor,0,none
REF_0413,generated_prototype,flat,natural,natural,yes,yes,dry,has_foam,no,no,no,yes,one_side,one_side,no,moderate,moderate,0,none
REF_0416,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0419,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0420,generated_prototype,v_shape,unsure,laid_stones,yes,no,stagnant_intermittent,clear_transparent,no,no,yes,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0423,generated_prototype,u_shape,artificial,natural,no,yes,slow,muddy_turbid,no,no,yes,yes,both_sides,none,yes,poor,poor,0,none
REF_0424,generated_prototype,v_shape,artificial,natural,no,yes,stagnant_intermittent,altered_color,no,yes,unsure,yes,none,none,unsure,poor,poor,0,none
REF_0425,generated_prototype,flat,artificial,laid_stones,no,no,stagnant_intermittent,altered_color,yes,yes,yes,yes,both_sides,none,no,poor,poor,0,none
REF_0428,generated_prototype,flat,natural,artificial,yes,no,slow,clear_transparent,yes,no,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0429,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0431,generated_prototype,u_shape,natural,unsure,yes,yes,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0433,generated_prototype,v_shape,natural,laid_stones,yes,no,fast,clear_transparent,no,no,no,no,unsure,both_sides,no,good,good,0,none
REF_0434,generated_prototype,flat,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,unsure,none,both_sides,no,good,good,0,none
REF_0436,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0437,generated_prototype,u_shape,artificial,unsure,no,no,slow,muddy_turbid,no,yes,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0439,generated_prototype,v_shape,natural,laid_stones,yes,yes,slow,clear_transparent,unsure,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0440,generated_prototype,flat,artificial,artificial,no,yes,dry,muddy_turbid,unsure,yes,yes,unsure,both_sides,none,yes,poor,poor,0,none
REF_0441,generated_prototype,u_shape,natural,laid_stones,yes,yes,slow,unsure,no,no,no,no,unsure,both_sides,no,good,good,0,none
REF_0442,generated_prototype,v_shape,natural,laid_stones,yes,no,stagnant_intermittent,clear_transparent,yes,no,unsure,unsure,none,one_side,no,moderate,moderate,0,none
REF_0443,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0444,generated_prototype,u_shape,natural,artificial,yes,yes,stagnant_intermittent,muddy_turbid,yes,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0446,generated_prototype,u_shape,unsure,natural,no,no,stagnant_intermittent,clear_transparent,yes,yes,no,no,one_side,none,yes,poor,poor,0,none
REF_0447,generated_prototype,u_shape,natural,laid_stones,no,no,fast,clear_transparent,unsure,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0450,generated_prototype,u_shape,natural,natural,no,yes,slow,muddy_turbid,yes,no,no,no,none,unsure,no,moderate,moderate,0,none
REF_0451,generated_prototype,u_shape,artificial,artificial,no,no,stagnant_intermittent,altered_color,yes,yes,yes,no,one_side,none,yes,poor,poor,0,none
REF_0452,generated_prototype,flat,natural,artificial,no,no,stagnant_intermittent,clear_transparent,no,no,no,unsure,none,one_side,no,moderate,moderate,0,none
REF_0453,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,unsure,no,none,both_sides,no,good,good,0,none
REF_0454,generated_prototype,unsure,natural,natural,yes,yes,fast,muddy_turbid,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0455,generated_prototype,u_shape,artificial,artificial,no,no,dry,muddy_turbid,yes,yes,yes,unsure,both_sides,none,unsure,poor,poor,0,none
REF_0458,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0459,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0460,generated_prototype,v_shape,natural,natural,yes,yes,unsure,altered_color,unsure,unsure,no,no,both_sides,both_sides,no,moderate,moderate,0,none
REF_0461,generated_prototype,v_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,unsure,one_side,no,good,good,0,none
REF_0463,generated_prototype,v_shape,artificial,natural,no,yes,slow,unsure,no,unsure,no,no,none,both_sides,unsure,moderate,moderate,0,none
REF_0468,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0470,generated_prototype,flat,natural,artificial,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,both_sides,one_side,no,moderate,moderate,0,none
REF_0471,generated_prototype,u_shape,natural,natural,yes,yes,fast,unsure,no,no,no,unsure,none,both_sides,no,good,good,0,none
REF_0472,generated_prototype,u_shape,artificial,laid_stones,no,no,stagnant_intermittent,clear_transparent,yes,yes,yes,no,one_side,both_sides,yes,poor,poor,0,none
REF_0473,generated_prototype,flat,natural,natural,yes,yes,dry,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0474,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0475,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,one_side,one_side,no,good,good,0,none
REF_0476,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0477,generated_prototype,u_shape,natural,natural,yes,yes,fast,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0478,generated_prototype,v_shape,artificial,natural,yes,no,dry,muddy_turbid,yes,no,no,yes,one_side,one_side,yes,moderate,moderate,0,none
REF_0479,generated_prototype,u_shape,artificial,natural,yes,no,stagnant_intermittent,altered_color,yes,no,yes,no,none,none,yes,poor,poor,0,none
REF_0480,generated_prototype,u_shape,unsure,artificial,yes,no,dry,clear_transparent,no,no,yes,no,one_side,both_sides,no,poor,poor,0,none
REF_0481,generated_prototype,v_shape,natural,laid_stones,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0482,generated_prototype,u_shape,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0483,generated_prototype,unsure,artificial,laid_stones,yes,yes,slow,clear_transparent,yes,no,unsure,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0487,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0490,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0491,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0492,generated_prototype,unsure,natural,artificial,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,both_sides,both_sides,yes,moderate,moderate,0,none
REF_0493,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,yes,no,no,no,none,unsure,no,moderate,moderate,0,none
REF_0494,generated_prototype,v_shape,artificial,artificial,no,no,slow,muddy_turbid,yes,unsure,yes,yes,both_sides,none,yes,poor,poor,0,none
REF_0495,generated_prototype,flat,artificial,natural,yes,yes,stagnant_intermittent,muddy_turbid,yes,yes,no,yes,none,none,no,poor,poor,0,none
REF_0496,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,unsure,unsure,good,good,0,none
REF_0497,generated_prototype,u_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0498,generated_prototype,u_shape,artificial,laid_stones,no,no,stagnant_intermittent,muddy_turbid,no,yes,no,unsure,both_sides,none,no,poor,poor,0,none
REF_0500,generated_prototype,u_shape,natural,natural,no,yes,fast,muddy_turbid,yes,yes,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0501,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0502,generated_prototype,v_shape,natural,natural,yes,yes,unsure,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0503,generated_prototype,u_shape,natural,natural,yes,yes,slow,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0504,generated_prototype,flat,natural,artificial,yes,no,fast,muddy_turbid,no,no,no,yes,both_sides,unsure,yes,moderate,moderate,0,none
REF_0505,generated_prototype,v_shape,artificial,artificial,no,no,fast,unsure,no,no,yes,no,one_side,one_side,no,moderate,moderate,0,none
REF_0506,generated_prototype,flat,natural,natural,yes,no,unsure,clear_transparent,no,unsure,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0508,generated_prototype,flat,natural,laid_stones,yes,no,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0509,generated_prototype,flat,natural,laid_stones,no,no,slow,muddy_turbid,yes,no,no,unsure,both_sides,one_side,yes,moderate,moderate,0,none
REF_0510,generated_prototype,v_shape,natural,natural,no,yes,slow,muddy_turbid,unsure,yes,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0511,generated_prototype,v_shape,artificial,artificial,no,yes,stagnant_intermittent,clear_transparent,yes,no,no,no,none,one_side,yes,moderate,moderate,0,none
REF_0512,generated_prototype,v_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0513,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0514,generated_prototype,v_shape,natural,natural,yes,yes,fast,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0516,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0517,generated_prototype,v_shape,artificial,artificial,no,yes,dry,clear_transparent,yes,yes,yes,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0518,generated_prototype,u_shape,natural,artificial,yes,no,slow,clear_transparent,yes,yes,unsure,unsure,none,both_sides,no,moderate,moderate,0,none
REF_0520,generated_prototype,flat,artificial,natural,yes,no,fast,clear_transparent,no,no,no,no,one_side,one_side,yes,moderate,moderate,0,none
REF_0521,generated_prototype,flat,natural,unsure,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0525,generated_prototype,v_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,unsure,both_sides,yes,good,good,0,none
REF_0527,generated_prototype,u_shape,artificial,artificial,yes,no,stagnant_intermittent,muddy_turbid,no,yes,yes,yes,both_sides,one_side,unsure,poor,poor,0,none
REF_0528,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0529,generated_prototype,u_shape,natural,natural,yes,yes,slow,muddy_turbid,no,unsure,no,no,none,both_sides,no,good,good,0,none
REF_0530,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0531,generated_prototype,flat,natural,natural,no,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0533,generated_prototype,v_shape,unsure,artificial,no,no,stagnant_intermittent,has_foam,yes,yes,yes,yes,one_side,none,no,poor,poor,0,none
REF_0534,generated_prototype,v_shape,artificial,laid_stones,yes,no,stagnant_intermittent,muddy_turbid,yes,yes,yes,yes,one_side,none,yes,poor,poor,0,none
REF_0535,generated_prototype,u_shape,artificial,artificial,no,no,dry,muddy_turbid,unsure,no,yes,yes,one_side,none,yes,poor,poor,0,none
REF_0537,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,yes,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0538,generated_prototype,flat,artificial,artificial,no,no,dry,altered_color,unsure,yes,yes,yes,one_side,none,yes,poor,poor,0,none
REF_0539,generated_prototype,flat,natural,laid_stones,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0540,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0542,generated_prototype,u_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0544,generated_prototype,flat,artificial,artificial,no,no,stagnant_intermittent,has_foam,yes,no,yes,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0545,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,unsure,none,both_sides,no,good,good,0,none
REF_0546,generated_prototype,u_shape,unsure,natural,yes,yes,slow,clear_transparent,no,no,no,no,unsure,both_sides,no,good,good,0,none
REF_0548,generated_prototype,unsure,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0549,generated_prototype,v_shape,artificial,laid_stones,yes,yes,slow,clear_transparent,unsure,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0550,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0553,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0554,generated_prototype,flat,artificial,artificial,yes,no,stagnant_intermittent,muddy_turbid,no,unsure,yes,no,one_side,none,yes,poor,poor,0,none
REF_0556,generated_prototype,flat,artificial,artificial,no,no,stagnant_intermittent,has_foam,yes,unsure,yes,yes,one_side,both_sides,no,poor,poor,0,none
REF_0557,generated_prototype,v_shape,natural,laid_stones,yes,yes,stagnant_intermittent,clear_transparent,no,unsure,no,yes,one_side,one_side,no,moderate,moderate,0,none
REF_0559,generated_prototype,u_shape,natural,laid_stones,no,no,unsure,altered_color,yes,no,no,no,none,unsure,no,moderate,moderate,0,none
REF_0560,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,unsure,no,no,unsure,both_sides,no,good,good,0,none
REF_0561,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0562,generated_prototype,u_shape,natural,unsure,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0564,generated_prototype,v_shape,artificial,laid_stones,yes,yes,fast,clear_transparent,no,no,no,yes,both_sides,one_side,no,moderate,moderate,0,none
REF_0565,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,unsure,one_side,both_sides,yes,moderate,moderate,0,none
REF_0566,generated_prototype,v_shape,natural,laid_stones,yes,no,slow,altered_color,yes,yes,yes,no,one_side,none,yes,poor,poor,0,none
REF_0569,generated_prototype,v_shape,artificial,laid_stones,no,no,stagnant_intermittent,muddy_turbid,no,yes,yes,no,one_side,none,yes,poor,poor,0,none
REF_0570,generated_prototype,u_shape,artificial,natural,yes,no,fast,clear_transparent,yes,no,no,no,unsure,none,no,moderate,moderate,0,none
REF_0571,generated_prototype,flat,artificial,laid_stones,no,yes,dry,muddy_turbid,no,yes,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0573,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0575,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0576,generated_prototype,v_shape,natural,laid_stones,no,yes,slow,clear_transparent,yes,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0578,generated_prototype,v_shape,natural,natural,yes,yes,slow,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0579,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,no,unsure,no,no,none,both_sides,no,good,good,0,none
REF_0581,generated_prototype,flat,natural,natural,yes,no,fast,muddy_turbid,no,no,no,no,none,both_sides,yes,good,good,0,none
REF_0582,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,yes,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0584,generated_prototype,v_shape,natural,natural,yes,yes,fast,unsure,yes,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0585,generated_prototype,u_shape,natural,natural,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,none,none,no,moderate,moderate,0,none
REF_0587,generated_prototype,flat,artificial,laid_stones,no,no,unsure,muddy_turbid,unsure,unsure,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0588,generated_prototype,u_shape,artificial,artificial,yes,no,stagnant_intermittent,clear_transparent,unsure,no,no,no,one_side,one_side,no,moderate,moderate,0,none
